,session,participant,time,ECG,EDA,Respiration
141,3,4,82761.91202548392,0,0,178
142,3,4,82761.92204000086,0,0,182
143,3,4,82761.93205451779,0,0,184
144,3,4,82761.94206903473,0,0,184
145,3,4,82761.95208355167,0,0,186
146,3,4,82761.96209806862,0,0,186
147,3,4,82761.97211258556,0,0,187
148,3,4,82761.98212710248,0,0,186
149,3,4,82761.99214161943,0,0,185
150,3,4,82762.00215613637,0,0,183
151,3,4,82762.01217065331,0,0,180
152,3,4,82762.02218517025,0,0,177
153,3,4,82762.0321996872,0,0,175
154,3,4,82762.04221420412,0,0,172
155,3,4,82762.05222872106,0,0,170
156,3,4,82762.062243238,0,0,167
157,3,4,82762.07225775495,0,0,166
158,3,4,82762.08227227189,0,0,165
159,3,4,82762.09228678883,0,0,164
160,3,4,82762.10230130576,0,0,164
161,3,4,82762.1123158227,0,0,167
162,3,4,82762.12233033964,0,0,169
163,3,4,82762.13234485658,0,0,172
164,3,4,82762.14235937352,0,0,177
165,3,4,82762.15237389047,0,0,179
166,3,4,82762.16238840739,0,0,182
167,3,4,82762.17240292433,0,0,186
168,3,4,82762.18241744128,0,0,190
169,3,4,82762.19243195822,0,0,193
170,3,4,82762.20244647516,0,0,195
171,3,4,82762.2124609921,0,0,199
172,3,4,82762.22247550903,0,0,202
173,3,4,82762.23249002597,0,0,206
174,3,4,82762.24250454291,0,0,208
175,3,4,82762.25251905985,0,0,211
176,3,4,82762.2625335768,0,0,215
177,3,4,82762.27254809372,0,0,217
178,3,4,82762.28256261066,0,0,220
179,3,4,82762.2925771276,0,0,223
180,3,4,82762.30259164455,0,0,225
181,3,4,82762.31260616149,0,0,228
182,3,4,82762.32262067843,0,0,231
183,3,4,82762.33263519536,0,0,236
184,3,4,82762.3426497123,0,0,242
185,3,4,82762.35266422924,0,0,248
186,3,4,82762.36267874618,0,0,254
187,3,4,82762.37269326313,0,0,261
188,3,4,82762.38270778007,0,0,268
189,3,4,82762.392722297,0,0,273
190,3,4,82762.40273681394,0,0,278
191,3,4,82762.41275133088,0,0,282
192,3,4,82762.42276584782,0,0,286
193,3,4,82762.43278036476,0,0,290
194,3,4,82762.4427948817,0,0,294
195,3,4,82762.45280939863,0,0,298
196,3,4,82762.46282391557,0,0,302
197,3,4,82762.47283843251,0,0,305
198,3,4,82762.48285294946,0,0,309
199,3,4,82762.4928674664,0,0,313
200,3,4,82762.50288198334,0,0,316
201,3,4,82762.51289650027,0,0,319
202,3,4,82762.52291101721,0,0,321
203,3,4,82762.53292553415,0,0,324
204,3,4,82762.54294005109,0,0,326
205,3,4,82762.55295456803,0,0,327
206,3,4,82762.56296908496,0,0,332
207,3,4,82762.5729836019,0,0,336
208,3,4,82762.58299811884,0,0,339
209,3,4,82762.59301263579,0,0,343
210,3,4,82762.60302715273,0,0,346
211,3,4,82762.61304166967,0,0,349
212,3,4,82762.6230561866,0,0,352
213,3,4,82762.63307070354,0,0,355
214,3,4,82762.64308522048,0,0,358
215,3,4,82762.65309973742,0,0,360
216,3,4,82762.66311425436,0,0,363
217,3,4,82762.6731287713,0,0,367
218,3,4,82762.68314328823,0,0,369
219,3,4,82762.69315780517,0,0,374
220,3,4,82762.70317232212,0,0,379
221,3,4,82762.71318683906,0,0,382
222,3,4,82762.723201356,0,0,385
223,3,4,82762.73321587294,0,0,391
224,3,4,82762.74323038987,0,0,394
225,3,4,82762.75324490681,0,0,400
226,3,4,82762.76325942375,0,0,405
227,3,4,82762.7732739407,0,0,409
228,3,4,82762.78328845763,0,0,412
229,3,4,82762.79330297458,0,0,414
230,3,4,82762.8033174915,0,0,416
231,3,4,82762.81333200845,0,0,418
232,3,4,82762.82334652539,0,0,421
233,3,4,82762.83336104233,0,0,423
234,3,4,82762.84337555927,0,0,427
235,3,4,82762.8533900762,0,0,430
236,3,4,82762.86340459314,0,0,434
237,3,4,82762.87341911008,0,0,437
238,3,4,82762.88343362702,0,0,439
239,3,4,82762.89344814396,0,0,443
240,3,4,82762.9034626609,0,0,447
241,3,4,82762.91347717783,0,0,449
242,3,4,82762.92349169478,0,0,454
243,3,4,82762.93350621172,0,0,457
244,3,4,82762.94352072866,0,0,463
245,3,4,82762.9535352456,0,0,469
246,3,4,82762.96354976254,0,0,475
247,3,4,82762.97356427947,0,0,484
248,3,4,82762.98357879641,0,0,492
249,3,4,82762.99359331335,0,0,501
250,3,4,82763.0036078303,0,0,510
251,3,4,82763.01362234724,0,0,519
252,3,4,82763.02363686418,0,0,528
253,3,4,82763.0336513811,0,0,539
254,3,4,82763.04366589805,0,0,549
255,3,4,82763.05368041499,0,0,559
256,3,4,82763.06369493193,0,0,572
257,3,4,82763.07370944887,0,0,583
258,3,4,82763.08372396581,0,0,594
259,3,4,82763.09373848274,0,0,603
260,3,4,82763.10375299968,0,0,609
261,3,4,82763.11376751662,0,0,616
262,3,4,82763.12378203357,0,0,620
263,3,4,82763.13379655051,0,0,626
264,3,4,82763.14381106744,0,0,630
265,3,4,82763.15382558438,0,0,635
266,3,4,82763.16384010132,0,0,638
267,3,4,82763.17385461826,0,0,641
268,3,4,82763.1838691352,0,0,645
269,3,4,82763.19388365214,0,0,648
270,3,4,82763.20389816907,0,0,652
271,3,4,82763.21391268601,0,0,656
272,3,4,82763.22392720295,0,0,659
273,3,4,82763.2339417199,0,0,663
274,3,4,82763.24395623684,0,0,665
275,3,4,82763.25397075378,0,0,667
276,3,4,82763.2639852707,0,0,668
277,3,4,82763.27399978765,0,0,668
278,3,4,82763.28401430459,0,0,670
279,3,4,82763.29402882153,0,0,670
280,3,4,82763.30404333847,0,0,669
281,3,4,82763.31405785542,0,0,670
282,3,4,82763.32407237234,0,0,668
283,3,4,82763.33408688928,0,0,667
284,3,4,82763.34410140623,0,0,664
285,3,4,82763.35411592317,0,0,662
286,3,4,82763.36413044011,0,0,658
287,3,4,82763.37414495705,0,0,656
288,3,4,82763.38415947398,0,0,654
289,3,4,82763.39417399092,0,0,652
290,3,4,82763.40418850786,0,0,652
291,3,4,82763.4142030248,0,0,651
292,3,4,82763.42421754175,0,0,651
293,3,4,82763.43423205867,0,0,651
294,3,4,82763.44424657561,0,0,652
295,3,4,82763.45426109256,0,0,652
296,3,4,82763.4642756095,0,0,653
297,3,4,82763.47429012644,0,0,654
298,3,4,82763.48430464338,0,0,655
299,3,4,82763.49431916031,0,0,656
300,3,4,82763.50433367725,0,0,656
301,3,4,82763.51434819419,0,0,657
302,3,4,82763.52436271113,0,0,656
303,3,4,82763.53437722808,0,0,656
304,3,4,82763.54439174502,0,0,655
305,3,4,82763.55440626194,0,0,654
306,3,4,82763.56442077889,0,0,653
307,3,4,82763.57443529583,0,0,651
308,3,4,82763.58444981277,0,0,651
309,3,4,82763.59446432971,0,0,649
310,3,4,82763.60447884665,0,0,646
311,3,4,82763.61449336358,0,0,644
312,3,4,82763.62450788052,0,0,642
313,3,4,82763.63452239746,0,0,640
314,3,4,82763.6445369144,0,0,639
315,3,4,82763.65455143135,0,0,639
316,3,4,82763.66456594829,0,0,639
317,3,4,82763.67458046522,0,0,640
318,3,4,82763.68459498216,0,0,642
319,3,4,82763.6946094991,0,0,643
320,3,4,82763.70462401604,0,0,644
321,3,4,82763.71463853298,0,0,646
322,3,4,82763.72465304991,0,0,648
323,3,4,82763.73466756685,0,0,651
324,3,4,82763.7446820838,0,0,654
325,3,4,82763.75469660074,0,0,657
326,3,4,82763.76471111768,0,0,662
327,3,4,82763.77472563462,0,0,665
328,3,4,82763.78474015155,0,0,667
329,3,4,82763.79475466849,0,0,670
330,3,4,82763.80476918543,0,0,672
331,3,4,82763.81478370237,0,0,675
332,3,4,82763.82479821931,0,0,677
333,3,4,82763.83481273626,0,0,679
334,3,4,82763.84482725318,0,0,683
335,3,4,82763.85484177012,0,0,686
336,3,4,82763.86485628707,0,0,687
337,3,4,82763.87487080401,0,0,691
338,3,4,82763.88488532095,0,0,693
339,3,4,82763.89489983789,0,0,695
340,3,4,82763.90491435482,0,0,696
341,3,4,82763.91492887176,0,0,697
342,3,4,82763.9249433887,0,0,697
343,3,4,82763.93495790564,0,0,700
344,3,4,82763.94497242259,0,0,700
345,3,4,82763.95498693953,0,0,702
346,3,4,82763.96500145645,0,0,704
347,3,4,82763.9750159734,0,0,706
348,3,4,82763.98503049034,0,0,709
349,3,4,82763.99504500728,0,0,712
350,3,4,82764.00505952422,0,0,717
351,3,4,82764.01507404115,0,0,721
352,3,4,82764.02508855809,0,0,725
353,3,4,82764.03510307503,0,0,728
354,3,4,82764.04511759197,0,0,730
355,3,4,82764.05513210892,0,0,733
356,3,4,82764.06514662586,0,0,735
357,3,4,82764.07516114278,0,0,738
358,3,4,82764.08517565973,0,0,742
359,3,4,82764.09519017667,0,0,745
360,3,4,82764.10520469361,0,0,749
361,3,4,82764.11521921055,0,0,753
362,3,4,82764.1252337275,0,0,755
363,3,4,82764.13524824442,0,0,756
364,3,4,82764.14526276136,0,0,755
365,3,4,82764.1552772783,0,0,755
366,3,4,82764.16529179525,0,0,754
367,3,4,82764.17530631219,0,0,752
368,3,4,82764.18532082913,0,0,752
369,3,4,82764.19533534606,0,0,751
370,3,4,82764.205349863,0,0,750
371,3,4,82764.21536437994,0,0,748
372,3,4,82764.22537889688,0,0,745
373,3,4,82764.23539341382,0,0,742
374,3,4,82764.24540793076,0,0,738
375,3,4,82764.25542244769,0,0,734
376,3,4,82764.26543696463,0,0,731
377,3,4,82764.27545148158,0,0,727
378,3,4,82764.28546599852,0,0,723
379,3,4,82764.29548051546,0,0,718
380,3,4,82764.30549503239,0,0,713
381,3,4,82764.31550954933,0,0,707
382,3,4,82764.32552406627,0,0,700
383,3,4,82764.33553858321,0,0,695
384,3,4,82764.34555310015,0,0,689
385,3,4,82764.3555676171,0,0,684
386,3,4,82764.36558213402,0,0,679
387,3,4,82764.37559665096,0,0,673
388,3,4,82764.3856111679,0,0,668
389,3,4,82764.39562568485,0,0,662
390,3,4,82764.40564020179,0,0,654
391,3,4,82764.41565471873,0,0,646
392,3,4,82764.42566923566,0,0,637
393,3,4,82764.4356837526,0,0,627
394,3,4,82764.44569826954,0,0,615
395,3,4,82764.45571278648,0,0,605
396,3,4,82764.46572730342,0,0,596
397,3,4,82764.47574182037,0,0,586
398,3,4,82764.4857563373,0,0,578
399,3,4,82764.49577085424,0,0,570
400,3,4,82764.50578537118,0,0,563
401,3,4,82764.51579988812,0,0,557
402,3,4,82764.52581440506,0,0,552
403,3,4,82764.535828922,0,0,548
404,3,4,82764.54584343893,0,0,545
405,3,4,82764.55585795587,0,0,543
406,3,4,82764.56587247281,0,0,540
407,3,4,82764.57588698975,0,0,539
408,3,4,82764.5859015067,0,0,537
409,3,4,82764.59591602362,0,0,537
410,3,4,82764.60593054057,0,0,537
411,3,4,82764.6159450575,0,0,536
412,3,4,82764.62595957445,0,0,539
413,3,4,82764.63597409139,0,0,540
414,3,4,82764.64598860833,0,0,543
415,3,4,82764.65600312526,0,0,545
416,3,4,82764.6660176422,0,0,547
417,3,4,82764.67603215914,0,0,548
418,3,4,82764.68604667608,0,0,549
419,3,4,82764.69606119303,0,0,549
420,3,4,82764.70607570997,0,0,550
421,3,4,82764.7160902269,0,0,549
422,3,4,82764.72610474384,0,0,549
423,3,4,82764.73611926078,0,0,549
424,3,4,82764.74613377772,0,0,549
425,3,4,82764.75614829466,0,0,549
426,3,4,82764.7661628116,0,0,549
427,3,4,82764.77617732853,0,0,549
428,3,4,82764.78619184547,0,0,550
429,3,4,82764.79620636241,0,0,550
430,3,4,82764.80622087936,0,0,550
431,3,4,82764.8162353963,0,0,551
432,3,4,82764.82624991324,0,0,551
433,3,4,82764.83626443017,0,0,552
434,3,4,82764.84627894711,0,0,554
435,3,4,82764.85629346405,0,0,556
436,3,4,82764.86630798099,0,0,558
437,3,4,82764.87632249793,0,0,560
438,3,4,82764.88633701486,0,0,561
439,3,4,82764.8963515318,0,0,562
440,3,4,82764.90636604874,0,0,564
441,3,4,82764.91638056569,0,0,566
442,3,4,82764.92639508263,0,0,567
443,3,4,82764.93640959957,0,0,571
444,3,4,82764.9464241165,0,0,576
445,3,4,82764.95643863344,0,0,579
446,3,4,82764.96645315038,0,0,582
447,3,4,82764.97646766732,0,0,583
448,3,4,82764.98648218426,0,0,586
449,3,4,82764.9964967012,0,0,588
450,3,4,82765.00651121813,0,0,590
451,3,4,82765.01652573507,0,0,591
452,3,4,82765.02654025202,0,0,593
453,3,4,82765.03655476896,0,0,592
454,3,4,82765.0465692859,0,0,593
455,3,4,82765.05658380284,0,0,593
456,3,4,82765.06659831977,0,0,593
457,3,4,82765.07661283671,0,0,593
458,3,4,82765.08662735365,0,0,593
459,3,4,82765.0966418706,0,0,594
460,3,4,82765.10665638754,0,0,593
461,3,4,82765.11667090448,0,0,594
462,3,4,82765.1266854214,0,0,593
463,3,4,82765.13669993835,0,0,593
464,3,4,82765.14671445529,0,0,591
465,3,4,82765.15672897223,0,0,592
466,3,4,82765.16674348917,0,0,592
467,3,4,82765.1767580061,0,0,592
468,3,4,82765.18677252304,0,0,592
469,3,4,82765.19678703998,0,0,591
470,3,4,82765.20680155692,0,0,589
471,3,4,82765.21681607387,0,0,589
472,3,4,82765.22683059081,0,0,587
473,3,4,82765.23684510773,0,0,585
474,3,4,82765.24685962468,0,0,584
475,3,4,82765.25687414162,0,0,584
476,3,4,82765.26688865856,0,0,582
477,3,4,82765.2769031755,0,0,583
478,3,4,82765.28691769244,0,0,583
479,3,4,82765.29693220937,0,0,583
480,3,4,82765.30694672631,0,0,582
481,3,4,82765.31696124325,0,0,582
482,3,4,82765.3269757602,0,0,583
483,3,4,82765.33699027714,0,0,585
484,3,4,82765.34700479408,0,0,585
485,3,4,82765.357019311,0,0,585
486,3,4,82765.36703382795,0,0,582
487,3,4,82765.37704834489,0,0,579
488,3,4,82765.38706286183,0,0,576
489,3,4,82765.39707737877,0,0,570
490,3,4,82765.40709189571,0,0,564
491,3,4,82765.41710641264,0,0,558
492,3,4,82765.42712092958,0,0,551
493,3,4,82765.43713544653,0,0,544
494,3,4,82765.44714996347,0,0,538
495,3,4,82765.45716448041,0,0,531
496,3,4,82765.46717899734,0,0,526
497,3,4,82765.47719351428,0,0,520
498,3,4,82765.48720803122,0,0,515
499,3,4,82765.49722254816,0,0,512
500,3,4,82765.5072370651,0,0,509
501,3,4,82765.51725158204,0,0,506
502,3,4,82765.52726609897,0,0,503
503,3,4,82765.53728061591,0,0,500
504,3,4,82765.54729513286,0,0,497
505,3,4,82765.5573096498,0,0,495
506,3,4,82765.56732416674,0,0,492
507,3,4,82765.57733868368,0,0,489
508,3,4,82765.58735320061,0,0,487
509,3,4,82765.59736771755,0,0,484
510,3,4,82765.60738223449,0,0,481
511,3,4,82765.61739675143,0,0,478
512,3,4,82765.62741126837,0,0,476
513,3,4,82765.63742578532,0,0,472
514,3,4,82765.64744030224,0,0,468
515,3,4,82765.65745481919,0,0,465
516,3,4,82765.66746933613,0,0,461
517,3,4,82765.67748385307,0,0,458
518,3,4,82765.68749837001,0,0,455
519,3,4,82765.69751288695,0,0,454
520,3,4,82765.70752740388,0,0,452
521,3,4,82765.71754192082,0,0,451
522,3,4,82765.72755643776,0,0,448
523,3,4,82765.7375709547,0,0,446
524,3,4,82765.74758547165,0,0,444
525,3,4,82765.75759998857,0,0,441
526,3,4,82765.76761450552,0,0,439
527,3,4,82765.77762902246,0,0,437
528,3,4,82765.7876435394,0,0,435
529,3,4,82765.79765805634,0,0,432
530,3,4,82765.80767257328,0,0,430
531,3,4,82765.81768709021,0,0,426
532,3,4,82765.82770160715,0,0,425
533,3,4,82765.8377161241,0,0,422
534,3,4,82765.84773064104,0,0,419
535,3,4,82765.85774515798,0,0,417
536,3,4,82765.86775967492,0,0,414
537,3,4,82765.87777419185,0,0,410
538,3,4,82765.88778870879,0,0,406
539,3,4,82765.89780322573,0,0,401
540,3,4,82765.90781774267,0,0,397
541,3,4,82765.91783225961,0,0,393
542,3,4,82765.92784677655,0,0,387
543,3,4,82765.93786129348,0,0,384
544,3,4,82765.94787581042,0,0,379
545,3,4,82765.95789032737,0,0,374
546,3,4,82765.9679048443,0,0,369
547,3,4,82765.97791936125,0,0,364
548,3,4,82765.98793387818,0,0,360
549,3,4,82765.99794839512,0,0,359
550,3,4,82766.00796291206,0,0,357
551,3,4,82766.017977429,0,0,355
552,3,4,82766.02799194594,0,0,353
553,3,4,82766.03800646288,0,0,351
554,3,4,82766.04802097981,0,0,348
555,3,4,82766.05803549675,0,0,345
556,3,4,82766.0680500137,0,0,345
557,3,4,82766.07806453064,0,0,343
558,3,4,82766.08807904758,0,0,343
559,3,4,82766.09809356452,0,0,343
560,3,4,82766.10810808145,0,0,341
561,3,4,82766.11812259839,0,0,341
562,3,4,82766.12813711533,0,0,341
563,3,4,82766.13815163227,0,0,340
564,3,4,82766.14816614921,0,0,340
565,3,4,82766.15818066616,0,0,341
566,3,4,82766.16819518308,0,0,342
567,3,4,82766.17820970003,0,0,342
568,3,4,82766.18822421697,0,0,343
569,3,4,82766.19823873391,0,0,344
570,3,4,82766.20825325085,0,0,345
571,3,4,82766.21826776779,0,0,346
572,3,4,82766.22828228472,0,0,347
573,3,4,82766.23829680166,0,0,349
574,3,4,82766.2483113186,0,0,350
575,3,4,82766.25832583554,0,0,351
576,3,4,82766.26834035249,0,0,352
577,3,4,82766.27835486941,0,0,352
578,3,4,82766.28836938636,0,0,352
579,3,4,82766.2983839033,0,0,350
580,3,4,82766.30839842024,0,0,348
581,3,4,82766.31841293718,0,0,347
582,3,4,82766.32842745412,0,0,346
583,3,4,82766.33844197105,0,0,345
584,3,4,82766.34845648799,0,0,342
585,3,4,82766.35847100493,0,0,339
586,3,4,82766.36848552187,0,0,335
587,3,4,82766.37850003882,0,0,333
588,3,4,82766.38851455576,0,0,332
589,3,4,82766.39852907269,0,0,332
590,3,4,82766.40854358963,0,0,332
591,3,4,82766.41855810657,0,0,335
592,3,4,82766.42857262351,0,0,337
593,3,4,82766.43858714045,0,0,339
594,3,4,82766.4486016574,0,0,339
595,3,4,82766.45861617432,0,0,342
596,3,4,82766.46863069126,0,0,343
597,3,4,82766.4786452082,0,0,343
598,3,4,82766.48865972515,0,0,343
599,3,4,82766.49867424209,0,0,342
600,3,4,82766.50868875903,0,0,341
601,3,4,82766.51870327596,0,0,340
602,3,4,82766.5287177929,0,0,340
603,3,4,82766.53873230984,0,0,341
604,3,4,82766.54874682678,0,0,341
605,3,4,82766.55876134372,0,0,341
606,3,4,82766.56877586065,0,0,342
607,3,4,82766.57879037759,0,0,342
608,3,4,82766.58880489453,0,0,342
609,3,4,82766.59881941148,0,0,342
610,3,4,82766.60883392842,0,0,342
611,3,4,82766.61884844536,0,0,342
612,3,4,82766.62886296229,0,0,341
613,3,4,82766.63887747923,0,0,340
614,3,4,82766.64889199617,0,0,339
615,3,4,82766.65890651311,0,0,337
616,3,4,82766.66892103005,0,0,337
617,3,4,82766.678935547,0,0,336
618,3,4,82766.68895006392,0,0,336
619,3,4,82766.69896458086,0,0,337
620,3,4,82766.7089790978,0,0,339
621,3,4,82766.71899361475,0,0,340
622,3,4,82766.72900813169,0,0,342
623,3,4,82766.73902264863,0,0,344
624,3,4,82766.74903716556,0,0,345
625,3,4,82766.7590516825,0,0,347
626,3,4,82766.76906619944,0,0,350
627,3,4,82766.77908071638,0,0,354
628,3,4,82766.78909523333,0,0,357
629,3,4,82766.79910975027,0,0,361
630,3,4,82766.8091242672,0,0,363
631,3,4,82766.81913878414,0,0,365
632,3,4,82766.82915330108,0,0,367
633,3,4,82766.83916781802,0,0,369
634,3,4,82766.84918233496,0,0,371
635,3,4,82766.85919685189,0,0,374
636,3,4,82766.86921136883,0,0,377
637,3,4,82766.87922588577,0,0,381
638,3,4,82766.88924040271,0,0,384
639,3,4,82766.89925491966,0,0,389
640,3,4,82766.9092694366,0,0,392
641,3,4,82766.91928395352,0,0,396
642,3,4,82766.92929847047,0,0,399
643,3,4,82766.93931298741,0,0,404
644,3,4,82766.94932750435,0,0,408
645,3,4,82766.95934202129,0,0,412
646,3,4,82766.96935653823,0,0,416
647,3,4,82766.97937105516,0,0,422
648,3,4,82766.9893855721,0,0,426
649,3,4,82766.99940008904,0,0,429
650,3,4,82767.00941460599,0,0,436
651,3,4,82767.01942912293,0,0,444
652,3,4,82767.02944363987,0,0,451
653,3,4,82767.0394581568,0,0,458
654,3,4,82767.04947267374,0,0,464
655,3,4,82767.05948719068,0,0,472
656,3,4,82767.06950170762,0,0,478
657,3,4,82767.07951622456,0,0,485
658,3,4,82767.0895307415,0,0,492
659,3,4,82767.09954525843,0,0,499
660,3,4,82767.10955977537,0,0,504
661,3,4,82767.11957429232,0,0,512
662,3,4,82767.12958880926,0,0,519
663,3,4,82767.1396033262,0,0,526
664,3,4,82767.14961784313,0,0,532
665,3,4,82767.15963236007,0,0,536
666,3,4,82767.16964687701,0,0,540
667,3,4,82767.17966139395,0,0,544
668,3,4,82767.1896759109,0,0,547
669,3,4,82767.19969042783,0,0,551
670,3,4,82767.20970494476,0,0,555
671,3,4,82767.2197194617,0,0,559
672,3,4,82767.22973397865,0,0,563
673,3,4,82767.23974849559,0,0,566
674,3,4,82767.24976301253,0,0,569
675,3,4,82767.25977752947,0,0,571
676,3,4,82767.2697920464,0,0,572
677,3,4,82767.27980656334,0,0,573
678,3,4,82767.28982108028,0,0,573
679,3,4,82767.29983559722,0,0,576
680,3,4,82767.30985011416,0,0,576
681,3,4,82767.3198646311,0,0,576
682,3,4,82767.32987914803,0,0,579
683,3,4,82767.33989366498,0,0,580
684,3,4,82767.34990818192,0,0,581
685,3,4,82767.35992269886,0,0,582
686,3,4,82767.3699372158,0,0,583
687,3,4,82767.37995173274,0,0,585
688,3,4,82767.38996624967,0,0,587
689,3,4,82767.39998076661,0,0,588
690,3,4,82767.40999528355,0,0,589
691,3,4,82767.4200098005,0,0,590
692,3,4,82767.43002431744,0,0,591
693,3,4,82767.44003883436,0,0,592
694,3,4,82767.4500533513,0,0,593
695,3,4,82767.46006786825,0,0,593
696,3,4,82767.47008238519,0,0,593
697,3,4,82767.48009690213,0,0,592
